"","country_code","country_name","wb_region","wb_income","isic_section_index","isic_section_name","industry_id","industry_name","growth_rate_2015","growth_rate_2016","growth_rate_2017","growth_rate_2018","growth_rate_2019"
"1","ae","United Arab Emirates","Middle East & North Africa","High income","B","Mining and quarrying",56,"Mining & Metals",0.078,0.0585495675316034,0.04340239912759,0.0100481473728282,-0.000621375310687621
"2","ae","United Arab Emirates","Middle East & North Africa","High income","B","Mining and quarrying",57,"Oil & Energy",0.0330148256063074,0.013478553881606,0.0174590734935562,0.0185141585154426,0.0226059392726059
"3","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",15,"Pharmaceuticals",0.171366594360086,0.136986301369863,0.0906305434607321,0.048148148148148,0.0284233900814212
"4","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",23,"Food Production",0.0633512828634779,0.038647342995169,0.0221366698748797,0.00598991172761653,0.00431699044094968
"5","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",52,"Aviation & Aerospace",0.0966074313408724,0.0567441860465116,0.0286727756429205,0.0150482680295287,0.000816104461371036
"6","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",53,"Automotive",0.0781708211143694,0.0550905913731261,0.02982250653212,0.00618736383442275,0.00204237937196838
"7","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",54,"Chemicals",0.126445449974861,0.0981122702434178,0.067065868263473,0.0292839167238618,0.0123402379903041
"8","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",55,"Machinery",0.0971244131455399,0.0751034890597279,0.0322398190045249,0.0237045203969128,0.00106723585912482
"9","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",58,"Shipbuilding",0.0526315789473683,0.0280193236714976,-0.00096339113680155,0.000978473581213279,-0.00192307692307691
"10","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",60,"Textiles",0.101750547045951,0.0737797956867196,0.0511111111111111,-0.00855614973262031,-0.00425985090521829
"11","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",61,"Paper & Forest Products",0.0740740740740741,0.0731707317073171,0.0366492146596859,0.0392670157068062,0.036764705882353
"12","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",83,"Printing",0.0459418070444104,0.018181818181818,0.00399201596806397,0.00492368291482026,-0.00145914396887159
"13","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",112,"Electrical & Electronic Manufacturing",0.0835433585363576,0.0713345864661654,0.0440865163368615,0.0179147259046936,0.00506417532524228
"14","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",117,"Plastics",0.0248508946322068,-0.00390243902439024,-0.0202604920405209,-0.022488038277512,-0.0119502868068833
"15","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",144,"Renewables & Environment",0.0963101938711694,0.0980024968789012,0.0840140023337223,0.0590128755364807,-0.000985707244948286
"16","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",145,"Glass, Ceramics & Concrete",0.0362239297475301,0.0444938820912124,0.0306345733041575,0.0226049515608179,0.00844772967265039
"17","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",146,"Packaging & Containers",0.0949197860962567,0.0737327188940091,0.0369191597708467,0.0251225490196078,0.00468933177022279
"18","ae","United Arab Emirates","Middle East & North Africa","High income","C","Manufacturing",147,"Industrial Automation",0.10707151418298,0.0800634165675782,0.0528345545699961,0.044809559372666,0.0294328786791098
"19","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",3,"Computer Hardware",-0.0213836477987421,0.0149253731343284,-0.00805369127516775,-0.00806451612903225,-0.00132450331125832
"20","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",4,"Computer Software",0.215212798068216,0.180742987111448,0.134931009440813,0.0903978052126199,0.0357642866233931
"21","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",5,"Computer Networking",0.194148936170212,0.0571791613722998,0.0430809399477807,0.0357615894039735,0.0549738219895288
"22","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",6,"Internet",0.349427168576104,0.260620276257492,0.176924877135502,0.132809179770505,0.108834586466165
"23","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",7,"Semiconductors",0.0708215297450425,0.0414012738853504,0.0067340067340067,0.0100671140939596,-0.00986842105263152
"24","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",8,"Telecommunications",0.119793732645775,0.105138840880285,0.0372519759022826,0.0232951445717404,0.00185607466723225
"25","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",35,"Motion Pictures & Film",0.057356608478803,0.0543209876543209,-0.0117647058823529,-0.0300925925925925,0.00236966824644557
"26","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",36,"Broadcast Media",0.0362569060773481,0.045760908123448,0.0267826086956521,-0.0131490222521915,-0.0251593425025159
"27","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",81,"Newspapers",0.0236869207003089,-0.012087912087912,0.0140515222482435,0.00347624565469284,-0.0196531791907514
"28","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",82,"Publishing",0.021117166212534,-0.0168185003503854,-0.0166787527193618,-0.0393419170243204,-0.00363901018922852
"29","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",96,"Information Technology & Services",0.217108017584257,0.152916241463223,0.104443250709845,0.0611408683632415,0.0280329799764429
"30","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",103,"Writing & Editing",0.129629629629629,0.0821917808219179,0.0347826086956521,0.0207468879668049,0.0155642023346302
"31","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",109,"Computer Games",0.162921348314606,0.17877094972067,0.0869565217391303,0.053475935828877,-0.00495049504950495
"32","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",113,"Online Media",0.0095087163232963,0.0278688524590164,0.0571870170015456,0.0728862973760933,0.00662251655629142
"33","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",118,"Computer & Network Security",0.19442165709598,0.134840218238503,0.119239209948792,0.0779132791327912,0.0359578425294482
"34","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",119,"Wireless",0.0425531914893617,0.350746268656716,0.109890109890109,0.0301507537688441,0.0353535353535352
"35","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",126,"Media Production",0.0269926152279094,-0.0127064803049555,-0.0113023375288979,-0.00332906530089627,0.0012709710218608
"36","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",41,"Banking",0.0754178288274438,0.0293938999522755,0.0224410894403765,0.0173496540713145,0.00634139218590301
"37","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",42,"Insurance",0.0754471544715447,0.0620555914673561,0.0474222543651203,0.0248946388317161,0.0135996998686924
"38","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",43,"Financial Services",0.123421435613351,0.0896655818121787,0.0630655586334256,0.0428641886741694,0.0180914001543341
"39","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",45,"Investment Banking",0.0893470790378005,0.045045045045045,0.108411214953271,0.0354609929078013,-0.00862068965517237
"40","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",46,"Investment Management",0.0197149643705463,0.0239492838694528,0.00885759709289124,0.0134444444444443,0.0112660944206008
"41","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",106,"Venture Capital & Private Equity",0.0523917995444191,0.0596026490066226,0.00608519269776874,0.00878048780487805,0.0121608980355472
"42","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",129,"Capital Markets",0.160535117056856,0.0694006309148265,0.0859872611464969,0.068111455108359,0.0884955752212388
"43","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",9,"Law Practice",0.124851367419738,0.0782089552238805,0.04524089306698,0.032165422171166,0.0315315315315314
"44","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",10,"Legal Services",0.0701320132013201,0.0758077879038938,0.043358297201419,0.0224249334853667,0.00762527233115473
"45","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",11,"Management Consulting",0.0906529665230362,0.0675272287212584,0.0522233315413562,0.0403724448970683,0.0307776113305189
"46","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",12,"Biotechnology",0.163194444444444,0.142691415313225,0.0937840785169028,0.0673575129533678,0.0137524557956778
"47","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",16,"Veterinary",0.0424242424242424,0.0628930817610062,0.0654761904761904,0.043956043956044,0.0256410256410255
"48","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",47,"Accounting",0.150358606557376,0.12981416644223,0.0821737988973483,0.0593368237347295,0.0180241843486197
"49","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",50,"Architecture & Planning",0.0835775080228826,0.0669593852908891,0.0307552556449519,0.00624063904143779,-0.00242865816636306
"50","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",70,"Research",0.254716981132075,0.186274509803921,0.103825136612021,0.0489060489060488,0.0554187192118227
"51","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",76,"Executive Office",0.0702096538274013,0.0667297681022243,0.0680089485458612,0.0536303630363035,0.0631857737419598
"52","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",80,"Marketing & Advertising",0.076783867631851,0.0499741066804764,0.019412601455945,0.00655093350802493,-0.00362661620939763
"53","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",84,"Information Services",0.0939112487100102,0.0491474423269808,0.0358180058083252,0.028116213683224,-0.000897666068222613
"54","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",86,"Environmental Services",0.0461707585196042,0.038517441860465,0.0199231038098566,0.01319350473613,-0.00359829898593389
"55","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",97,"Market Research",0.0264900662251654,-0.0258868648130392,-0.038728897715988,-0.0628115653040877,-0.0275510204081632
"56","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",98,"Public Relations & Communications",0.0428231562252181,-0.0123934934159566,0.00612088752869155,-0.00286532951289397,-0.00672494956287828
"57","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",99,"Design",0.0803059273422561,0.0292476754015216,0.00462886427508668,0.0110157135914465,0.0114653683053242
"58","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",105,"Professional Training & Coaching",0.025390625,0.0138339920948615,0.000643915003219586,0.018079800498753,0.0160332541567695
"59","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",108,"Translation & Localization",0.127090301003344,0.046875,0.140625,0.0593220338983051,0.0445682451253481
"60","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",110,"Events Services",0.0511692984209475,0.0218818380743981,0.01992648481331,0.0135160155526754,0.0168539325842695
"61","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",0.0480572597137014,0.0910997902307462,0.0361630401471038,0.0220588235294116,-0.012710611882944
"62","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",0.096501079913607,0.0684430067251213,0.0351395730706074,0.0199823449161382,0.0061426016639452
"63","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",136,"Photography",0.0203045685279188,0,0.0256410256410255,-0.0024691358024691,-0.00484261501210658
"64","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",140,"Graphic Design",0.0595744680851064,0.025369978858351,-0.0125523012552301,-0.00209205020920499,-0.0199600798403193
